PC6,Aantal Huishoudens,Aantal Inwoners,AVG_GEVOELIG
1073KP,Onbekend,5,True
1073KR,25,40,False
1073KS,25,35,False
1073KT,15,20,False
1073KV,5,10,True
1073KW,50,75,False
1073KX,15,20,False
1073KZ,25,45,False
1073LA,20,25,False
1073LB,20,25,False
1073LC,30,45,False
1073LD,25,40,False
1073LE,25,40,False
1073LG,30,35,False
1073LH,25,50,False
1073LJ,25,40,False
1073LK,30,40,False
1073LL,40,55,False
1073LM,35,55,False
1073LN,40,55,False
1073LP,35,50,False
1073LR,5,10,True
1073LS,20,30,False
1073LT,25,40,False
1073LV,15,30,False
1073LW,25,45,False
1073LX,15,25,False
1073LZ,25,45,False
1073NA,20,45,False
1073NB,25,40,False
1073NC,20,35,False
1073ND,30,55,False
1073PW,20,30,False
1073PX,35,50,False
1073PZ,20,35,False
1073RA,25,40,False
1073RB,25,45,False
1073RC,15,30,False
1073RD,10,20,True
1073RE,35,60,False
1073RG,30,50,False
1073RH,30,50,False
1073RJ,30,50,False
1073RK,30,50,False
1073RL,25,35,False
1073RM,25,40,False
1073RN,25,45,False
1073RP,15,15,False
1073RR,50,75,False
1073RS,20,25,False
1073RT,20,25,False
1073RV,15,20,False
1073RW,25,40,False
1073RX,15,20,False
1073RZ,30,50,False
1073SB,45,75,False
1073SC,50,80,False
1073SE,50,85,False
1073SG,20,35,False
1073SH,25,40,False
1073SJ,35,50,False
1073SK,50,70,False
1073SL,50,85,False
1073SM,20,25,False
1073SN,20,30,False
1073SP,20,40,False
1073SR,20,25,False
1073ST,30,45,False
1073SV,20,35,False
1073SW,45,80,False
1073SX,40,60,False
1073SZ,30,55,False
1073TB,90,135,False
1073TC,25,55,False
1073TD,30,60,False
1073TE,30,45,False
1073TG,25,35,False
1073TH,55,95,False
1073TJ,25,40,False
1073TK,35,55,False
1073TL,40,70,False
1073TM,45,85,False
1073TN,55,85,False
1073TP,30,40,False
1073TR,45,50,False
1073TS,45,75,False
1073TT,30,45,False
1073TV,20,30,False
1073TW,40,70,False
1073TX,50,75,False
1073TZ,45,75,False
1073VA,45,60,False
1073VB,30,45,False
1073VC,15,30,False
1073VD,35,50,False
1073VE,35,55,False
1073VG,40,60,False
1073VH,35,45,False
1073VJ,40,75,False
1073VK,25,35,False
1073VL,35,55,False
1073VM,20,40,False
1073VN,40,70,False
1073VP,35,60,False
1073VR,40,55,False
1073VS,20,40,False
1073VT,35,45,False
1073VV,20,35,False
1073VW,5,10,True
1073VX,25,40,False
1073VZ,35,50,False
1073XA,30,45,False
1073XB,35,50,False
1073XC,35,50,False
1073XD,20,35,False
1073XE,25,45,False
1073XG,45,65,False
1073XH,50,75,False
1073XJ,30,55,False
1073XK,30,35,False
1073XL,35,60,False
1073XM,35,45,False
1073XN,50,60,False
1073XP,55,75,False
1073XR,30,40,False
1073XS,45,65,False
1073XT,40,55,False
1073XV,Onbekend,5,True
1073XW,50,70,False
1073XX,35,55,False
1073XZ,Onbekend,30,True
1074AA,30,35,False
1074AB,40,60,False
1074AC,30,45,False
1074AD,25,45,False
1074AE,20,25,False
1074AG,25,45,False
1074AH,40,55,False
1074AJ,25,35,False
1074AK,25,35,False
1074AL,15,20,False
1074AM,30,45,False
1074AN,30,50,False
1074AP,20,30,False
1074AR,20,30,False
1074AS,15,25,False
1074AT,25,40,False
1074AV,15,35,False
1074AW,5,10,True
1074AX,5,10,True
1074AZ,15,15,False
1074BA,10,20,True
1074BB,20,35,False
1074BC,30,40,False
1074BD,30,50,False
1074BE,15,25,False
1074BG,20,30,False
1074BH,20,40,False
1074BJ,10,20,True
1074BK,15,25,False
1074BL,15,25,False
1074BM,25,50,False
1074BN,35,55,False
1074BP,30,40,False
1074BR,30,40,False
1074BS,35,75,False
1074BT,45,70,False
1074CA,50,60,False
1074CB,30,45,False
1074CC,20,30,False
1074CD,25,40,False
1074CE,25,45,False
1074CG,35,60,False
1074CH,35,55,False
1074CJ,35,65,False
1074CK,50,70,False
1074CL,25,35,False
1074CM,35,60,False
1074CN,45,80,False
1074CP,45,80,False
1074CR,60,95,False
1074CS,25,45,False
1074CT,30,55,False
1074CV,35,50,False
1074CW,25,35,False
1074CX,40,55,False
1074CZ,30,50,False
1074DA,15,25,False
1074DB,15,15,False
1074EA,45,65,False
1074EB,25,35,False
1074EC,35,50,False
1074ED,75,100,False
1074EE,60,80,False
1074EG,20,35,False
1074EH,45,60,False
1074EJ,35,50,False
1074EK,25,45,False
1074EL,30,45,False
1074EM,25,40,False
1074EN,55,75,False
1074EP,20,40,False
1074ER,20,30,False
1074ES,25,35,False
1074ET,35,45,False
1074EV,20,25,False
1074EW,25,30,False
1074EX,25,35,False
1074EZ,15,25,False
1074GA,25,45,False
1074GC,50,100,False
1074GD,25,40,False
1074GG,60,110,False
1074GH,40,55,False
1074GJ,25,40,False
1074GK,25,35,False
1074GL,35,60,False
1074GM,30,50,False
1074GN,30,40,False
1074GP,30,45,False
1074GR,20,35,False
1074GS,Onbekend,Onbekend,True
1074GX,Onbekend,Onbekend,True
1074GZ,115,205,False
1074HA,10,15,True
1074HB,25,40,False
1074HC,5,10,True
1074HD,10,10,True
1074HE,50,95,False
1074HG,5,10,True
1074HH,5,10,True
1074HJ,40,90,False
1074HK,10,10,True
1074HL,40,60,False
1074HM,5,20,True
1074HN,35,65,False
1074HP,15,15,False
1074HR,25,50,False
1074HS,20,35,False
1074HT,25,45,False
1074HV,20,40,False
1074HW,20,35,False
1074HX,15,25,False
1074HZ,25,35,False
1074JA,20,40,False
1074JB,25,50,False
1074JC,20,50,False
1074JD,20,40,False
1074JE,20,45,False
1074JG,15,30,False
1074JH,55,100,False
1074JJ,95,115,False
1074JK,115,125,False
1074JL,30,60,False
1074JM,30,65,False
1074JN,Onbekend,Onbekend,True
1074SP,25,35,False
1074SR,25,40,False
1074ST,20,30,False
1074SV,20,35,False
1074SW,20,40,False
1074SX,5,10,True
1074SZ,30,60,False
1074TA,5,5,True
1074TB,35,70,False
1074TC,20,35,False
1074TK,10,20,True
1074TL,10,25,True
1074TM,40,60,False
1074TN,25,45,False
1074TP,20,30,False
1074TR,15,15,False
1074TS,35,65,False
1074TT,30,40,False
1074TV,20,35,False
1074TW,20,30,False
1074TX,15,35,False
1074TZ,20,35,False
1074VA,30,50,False
1074VB,20,30,False
1074VC,15,25,False
1074VD,20,35,False
1074VE,20,30,False
1074VG,25,45,False
1074VH,30,60,False
1074VJ,15,30,False
1074VK,25,50,False
1074VL,20,30,False
1074VM,45,65,False
1074VN,20,35,False
1074VP,30,45,False
1074VR,30,45,False
1074VS,25,30,False
1074VT,20,25,False
1074VV,50,70,False
1074VW,35,55,False
1074VX,15,20,False
1074VZ,40,60,False
1074XA,45,65,False
1074XB,30,45,False
1074XC,10,20,True
1074XD,25,35,False
1074XE,30,70,False
1074XG,10,15,True
1074XH,20,40,False
1074XJ,40,55,False
1074XK,30,45,False
1074XL,30,55,False
1074XM,35,50,False
1074XN,30,45,False
1074XP,30,45,False
1074XR,20,30,False
1074XS,25,45,False
1074XT,35,70,False
1074XV,55,65,False
1074XW,60,80,False
1074XX,20,35,False
1074XZ,35,55,False
1075AA,15,20,False
1075AB,Onbekend,Onbekend,True
1075AC,5,10,True
1075AD,10,20,True
1075AE,5,10,True
1075AG,5,20,True
1075AH,5,15,True
1075AJ,10,25,True
1075AK,10,35,True
1075AL,10,20,True
1075AM,10,25,True
1075AN,20,35,False
1075AP,5,20,True
1075AR,10,40,True
1075AS,15,25,False
1075AT,5,10,True
1075AV,10,20,True
1075AW,5,15,True
1075AX,15,25,False
1075AZ,5,15,True
1075BA,10,30,True
1075BB,15,25,False
1075BC,5,15,True
1075BD,10,15,True
1075BE,15,30,False
1075BG,10,20,True
1075BH,15,30,False
1075BJ,10,25,True
1075BK,20,40,False
1075BL,10,15,True
1075BM,10,30,True
1075BN,10,15,True
1075BP,10,15,True
1075BR,10,15,True
1075BS,15,25,False
1075BT,10,25,True
1075BV,10,30,True
1075BW,5,20,True
1075BX,20,50,False
1075BZ,10,25,True
1075CA,20,30,False
1075CB,30,40,False
1075CC,30,50,False
1075CD,20,35,False
1075CE,20,35,False
1075CG,15,45,False
1075CH,20,35,False
1075CJ,20,35,False
1075CK,15,50,False
1075CL,20,45,False
1075CM,15,30,False
1075CN,15,30,False
1075CP,20,40,False
1075CR,20,55,False
1075CS,20,35,False
1075CT,15,40,False
1075CV,15,30,False
1075CW,20,25,False
1075CX,15,30,False
1075CZ,5,20,True
1075EA,20,40,False
1075EB,25,40,False
1075EC,25,45,False
1075ED,15,35,False
1075EE,15,30,False
1075EG,10,25,True
1075EH,5,15,True
1075EJ,15,40,False
1075EK,15,40,False
1075EL,20,30,False
1075EM,10,15,True
1075EN,15,20,False
1075EP,15,35,False
1075ER,25,55,False
1075ES,15,45,False
1075ET,20,50,False
1075EV,25,65,False
1075EW,25,45,False
1075EX,25,50,False
1075EZ,15,40,False
1075GA,15,40,False
1075GB,20,50,False
1075GC,20,55,False
1075GD,20,55,False
1075GE,20,50,False
1075GG,20,45,False
1075GH,20,40,False
1075GJ,30,65,False
1075GK,30,65,False
1075GL,25,60,False
1075GM,20,40,False
1075GN,20,55,False
1075GP,15,40,False
1075GR,10,15,True
1075GS,15,25,False
1075GT,5,15,True
1075GV,10,25,True
1075GW,15,40,False
1075GX,25,50,False
1075GZ,20,40,False
1075HA,20,50,False
1075HB,10,25,True
1075HC,15,35,False
1075HD,15,40,False
1075HE,10,30,True
1075HG,20,50,False
1075HH,Onbekend,5,True
1075HJ,Onbekend,5,True
1075HK,20,45,False
1075HL,15,40,False
1075HM,35,60,False
1075HN,Onbekend,10,True
1075HP,Onbekend,10,True
1075HR,5,20,True
1075HS,15,35,False
1075HT,15,40,False
1075HV,10,20,True
1075HW,5,10,True
1075KA,Onbekend,10,True
1075KH,20,35,False
1075KJ,30,55,False
1075KK,20,45,False
1075KL,25,45,False
1075KM,20,35,False
1075KN,20,40,False
1075KT,55,80,False
1075KV,15,20,False
1075KW,20,25,False
1075KX,15,20,False
1075KZ,Onbekend,5,True
1075LA,20,40,False
1075LB,5,5,True
1075LC,Onbekend,Onbekend,True
1075LD,Onbekend,Onbekend,True
1075LE,20,35,False
1075LG,Onbekend,5,True
1075LH,25,35,False
1075LJ,25,45,False
1075LK,10,15,True
1075LL,5,5,True
1075LM,25,30,False
1075LN,20,35,False
1075LP,25,40,False
1075LR,10,20,True
1075LS,25,40,False
1075LT,25,40,False
1075LV,15,20,False
1075LW,20,30,False
1075LX,25,50,False
1075LZ,15,20,False
1075NB,20,35,False
1075NC,15,30,False
1075ND,15,30,False
1075NE,25,45,False
1075NG,15,30,False
1075NH,25,40,False
1075NJ,20,45,False
1075NK,25,40,False
1075NL,20,55,False
1075NM,25,50,False
1075NN,20,40,False
1075NP,15,20,False
1075NR,10,25,True
1075NS,15,35,False
1075NT,15,30,False
1075NV,25,35,False
1075NX,15,30,False
1075NZ,25,35,False
1075PA,20,35,False
1075PB,15,30,False
1075PC,15,25,False
1075PD,25,40,False
1075PE,30,45,False
1075PG,15,20,False
1075PH,20,30,False
1075PJ,20,40,False
1075PK,15,35,False
1075PL,25,45,False
1075PM,25,50,False
1075PN,15,35,False
1075PP,25,45,False
1075PR,15,20,False
1075PS,20,50,False
1075PT,20,50,False
1075PV,15,35,False
1075PW,20,35,False
1075PX,15,50,False
1075PZ,15,25,False
1075RA,20,45,False
1075RB,20,55,False
1075RC,10,20,True
1075RD,20,45,False
1075RE,20,45,False
1075RG,15,45,False
1075RH,20,45,False
1075RJ,10,25,True
1075RM,85,130,False
1075RN,35,55,False
1075RP,35,55,False
1075RR,40,55,False
1075RS,35,50,False
1075RT,35,50,False
1075RV,45,60,False
1075RW,25,45,False
1075RX,25,45,False
1075RZ,40,60,False
1075SB,35,55,False
1075SC,20,30,False
1075SE,15,25,False
1075SG,30,40,False
1075SH,40,55,False
1075SJ,30,45,False
1075SK,15,25,False
1075SL,35,65,False
1075SM,40,85,False
1075SN,40,55,False
1075SP,20,30,False
1075SR,20,25,False
1075ST,30,65,False
1075SV,35,60,False
1075SW,25,45,False
1075SX,35,60,False
1075SZ,45,70,False
1075TA,40,70,False
1075TB,40,65,False
1075TC,15,25,False
1075TD,30,45,False
1075TE,40,65,False
1075TG,40,70,False
1075TH,45,75,False
1075TJ,20,35,False
1075TK,60,95,False
1075TL,60,85,False
1075TM,50,75,False
1075TN,25,40,False
1075TP,30,50,False
1075TR,25,35,False
1075TS,20,40,False
1075TT,40,60,False
1075TV,50,95,False
1075TW,30,45,False
1075TX,35,45,False
1075TZ,20,30,False
1075VB,5,15,True
1075VC,5,10,True
1075VD,5,10,True
1075VE,70,125,False
1075VG,30,45,False
1075VH,25,40,False
1075VJ,45,60,False
1075VK,35,55,False
1075VL,40,65,False
1075VM,80,110,False
1075VN,20,45,False
1075VP,20,30,False
1075VR,Onbekend,Onbekend,True
1075VS,50,75,False
1075VT,20,25,False
1075VV,35,55,False
1075VW,20,35,False
1075VX,20,30,False
1075VZ,25,50,False
1075XA,25,45,False
1075XB,20,30,False
1075XC,20,30,False
1075XD,10,20,True
1075XE,15,25,False
1075XG,15,25,False
1075XH,20,40,False
1075XJ,25,35,False
1075XK,15,25,False
1075XL,40,60,False
1075XM,20,30,False
1075XN,15,30,False
1075XP,25,35,False
1075XR,15,20,False
1075XS,30,45,False
1075XT,35,50,False
1075XV,10,20,True
1075XW,15,35,False
1075XX,15,25,False
1075XZ,15,25,False
1076AA,Onbekend,10,True
1076AB,20,50,False
1076AC,15,40,False
1076AD,20,40,False
1076AE,20,45,False
1076AG,20,40,False
1076AH,15,35,False
1076AJ,30,35,False
1076AK,25,40,False
1076AL,20,45,False
1076AM,15,30,False
1076AN,15,25,False
1076AP,20,30,False
1076AR,20,35,False
1076AS,25,45,False
1076AT,50,60,False
1076AV,Onbekend,Onbekend,True
1076AW,Onbekend,15,True
1076AX,15,25,False
1076AZ,Onbekend,Onbekend,True
1076BA,20,30,False
1076BB,20,35,False
1076BC,10,10,True
1076BD,10,10,True
1076BE,Onbekend,Onbekend,True
1076BG,10,15,True
1076BH,Onbekend,Onbekend,True
1076BJ,20,30,False
1076BK,35,40,False
1076BL,25,45,False
1076BM,25,40,False
1076BN,20,55,False
1076BP,15,20,False
1076BR,15,25,False
1076BS,15,25,False
1076BT,10,15,True
1076BV,15,25,False
1076BW,15,20,False
1076BX,10,15,True
1076BZ,15,20,False
1076CA,35,50,False
1076CB,Onbekend,Onbekend,True
1076CC,10,25,True
1076CD,25,35,False
1076CE,20,25,False
1076CG,25,35,False
1076CH,25,45,False
1076CJ,15,30,False
1076CK,115,200,False
1076CM,Onbekend,Onbekend,True
1076CN,35,70,False
1076CP,25,45,False
1076CR,20,30,False
1076CS,25,35,False
1076CT,15,20,False
1076CV,Onbekend,15,True
1076CW,115,270,False
1076CZ,40,95,False
1076DA,Onbekend,Onbekend,True
1076DE,Onbekend,Onbekend,True
1076DK,90,165,False
1076DL,95,170,False
1076DM,60,115,False
1076DN,65,170,False
1076DP,190,330,False
1076DR,90,195,False
1076DS,65,135,False
1076DT,110,220,False
1076DV,40,105,False
1076DW,85,195,False
1076DX,40,95,False
1076DZ,110,230,False
1076EC,Onbekend,5,True
1076ED,170,340,False
1076EE,Onbekend,Onbekend,True
1076EL,Onbekend,Onbekend,True
1076EP,Onbekend,Onbekend,True
1076ER,Onbekend,Onbekend,True
1076ES,Onbekend,Onbekend,True
1076ET,Onbekend,Onbekend,True
1076EV,Onbekend,Onbekend,True
1076EW,Onbekend,Onbekend,True
1076EX,Onbekend,Onbekend,True
1076GR,Onbekend,Onbekend,True
1076GS,Onbekend,Onbekend,True
1076GT,Onbekend,Onbekend,True
1076GV,Onbekend,Onbekend,True
1076GW,Onbekend,Onbekend,True
1076HR,Onbekend,Onbekend,True
1076HS,Onbekend,Onbekend,True
1076HT,Onbekend,Onbekend,True
1076HV,Onbekend,Onbekend,True
1076HW,Onbekend,Onbekend,True
1076HX,Onbekend,Onbekend,True
1076HZ,Onbekend,Onbekend,True
1076JA,30,50,False
1076JB,30,50,False
1076JC,25,45,False
1076JD,25,40,False
1076JE,15,35,False
1076JG,20,30,False
1076JH,25,50,False
1076JJ,25,45,False
1076JK,25,45,False
1076JL,35,50,False
1076JM,25,35,False
1076JN,30,65,False
1076JP,20,35,False
1076JR,20,40,False
1076JS,15,30,False
1076JT,20,35,False
1076JV,20,35,False
1076KJ,25,40,False
1076KK,20,25,False
1076KL,15,30,False
1076KM,15,30,False
1076KN,25,40,False
1076KP,30,45,False
1076KR,30,55,False
1076KS,35,60,False
1076KT,20,30,False
1076KV,20,40,False
1076KW,20,45,False
1076KX,25,35,False
1076KZ,25,45,False
1076LA,20,30,False
1076LB,25,40,False
1076LC,15,30,False
1076LD,30,45,False
1076LE,35,65,False
1076LG,25,45,False
1076LH,25,50,False
1076LJ,30,60,False
1076LK,45,70,False
1076LL,20,55,False
1076LM,25,40,False
1076LN,25,40,False
1076LP,15,35,False
1076LR,20,40,False
1076LS,20,40,False
1076LT,20,35,False
1076LV,20,30,False
1076LW,20,35,False
1076LX,25,40,False
1076LZ,40,60,False
1076NA,25,40,False
1076NB,15,40,False
1076NC,25,40,False
1076ND,20,30,False
1076NE,15,30,False
1076NG,25,55,False
1076NH,30,45,False
1076NM,20,40,False
1076NN,20,30,False
1076NP,20,35,False
1076NR,25,60,False
1076NS,25,40,False
1076NT,25,45,False
1076NV,30,55,False
1076NX,30,50,False
1076NZ,20,35,False
1076PA,15,20,False
1076PB,40,60,False
1076PC,15,25,False
1076PD,15,20,False
1076PE,15,20,False
1076PG,20,20,False
1076PH,20,35,False
1076PJ,20,30,False
1076PK,10,20,True
1076PL,25,50,False
1076PM,25,45,False
1076PN,25,45,False
1076PP,20,35,False
1076PR,30,45,False
1076PS,30,40,False
1076PT,40,55,False
1076PV,30,60,False
1076PW,35,60,False
1076PX,20,40,False
1076PZ,15,25,False
1076RA,25,35,False
1076RB,15,25,False
1076RC,20,30,False
1076RD,20,25,False
1076RE,20,35,False
1076RG,20,35,False
1076RH,25,50,False
1076RJ,20,30,False
1076RK,15,20,False
1076RL,20,35,False
1076RM,Onbekend,Onbekend,True
1076RN,35,60,False
1076RP,15,25,False
1076RR,25,30,False
1076RS,20,25,False
1076RT,35,80,False
1076RV,25,55,False
1076RW,20,35,False
1076RX,25,55,False
1076RZ,20,40,False
1076SB,20,40,False
1076SC,10,20,True
1076SE,20,30,False
1076SG,25,30,False
1076SH,15,20,False
1076SJ,20,30,False
1076SK,20,25,False
1076SL,25,45,False
1076SM,20,30,False
1076SN,20,30,False
1076SP,25,35,False
1076SR,35,50,False
1076ST,15,20,False
1076SV,15,20,False
1076SW,10,15,True
1076SX,10,15,True
1076SZ,5,5,True
1076TA,25,40,False
1076TB,30,45,False
1076TC,25,40,False
1076TD,30,50,False
1076TE,10,15,True
1076TG,15,15,False
1076TH,5,5,True
1076TJ,25,50,False
1076TK,30,55,False
1076TL,30,70,False
1076TM,35,65,False
1076TN,25,25,False
1076TP,20,30,False
1076TR,25,35,False
1076TS,15,20,False
1076TT,15,30,False
1076TV,20,25,False
1076TW,35,60,False
1076TX,25,45,False
1076TZ,30,60,False
1076VA,20,25,False
1076VB,20,25,False
1076VC,15,20,False
1076VD,30,40,False
1076VE,25,40,False
1076VG,15,15,False
1076VH,15,20,False
1076VJ,15,25,False
1076VK,30,35,False
1076VL,20,35,False
1076VM,15,25,False
1076VN,15,25,False
1076VP,30,40,False
1076VR,30,50,False
1076VS,25,35,False
1076VT,15,30,False
1076VV,25,35,False
1076VW,20,35,False
1076VX,20,35,False
1076VZ,25,25,False
1076XA,15,15,False
1076XB,20,25,False
1076XC,15,25,False
1076XD,25,35,False
1076XE,20,25,False
1076XG,20,35,False
1076XH,25,35,False
1076XJ,20,40,False
1076XK,25,35,False
1076XL,25,30,False
1076XM,25,40,False
1076XN,25,40,False
1076XP,20,35,False
1076XR,25,35,False
1076XS,25,30,False
1076XT,20,25,False
1076XV,25,25,False
1076XW,25,30,False
1076XX,20,30,False
1076XZ,20,35,False
1077AA,5,20,True
1077AB,5,20,True
1077AC,10,25,True
1077AD,10,15,True
1077AE,10,25,True
1077AG,10,15,True
1077AH,5,15,True
1077AJ,10,25,True
1077AK,15,30,False
1077AL,5,10,True
1077AM,5,25,True
1077AN,5,15,True
1077AP,15,20,False
1077AR,5,15,True
1077AS,5,15,True
1077AT,5,15,True
1077AV,10,15,True
1077AW,5,10,True
1077AX,15,20,False
1077AZ,Onbekend,Onbekend,True
1077BA,5,20,True
1077BB,10,25,True
1077BC,5,15,True
1077BD,10,20,True
1077BE,5,20,True
1077BG,Onbekend,Onbekend,True
1077BH,Onbekend,Onbekend,True
1077BJ,Onbekend,10,True
1077BK,Onbekend,15,True
1077BL,Onbekend,Onbekend,True
1077BM,10,25,True
1077BN,10,25,True
1077BP,10,30,True
1077BR,10,30,True
1077BS,10,35,True
1077BT,15,30,False
1077BV,10,20,True
1077BW,10,15,True
1077BX,15,30,False
1077BZ,20,25,False
1077CA,15,40,False
1077CB,10,30,True
1077CC,5,15,True
1077CD,15,30,False
1077CE,10,30,True
1077CG,10,20,True
1077CH,10,20,True
1077CJ,10,25,True
1077CK,10,40,True
1077CL,10,25,True
1077CM,15,35,False
1077CN,10,30,True
1077CP,15,20,False
1077CR,15,25,False
1077CS,10,25,True
1077CT,10,15,True
1077CV,15,30,False
1077CW,5,10,True
1077CX,5,15,True
1077CZ,Onbekend,Onbekend,True
1077DA,20,30,False
1077DB,15,45,False
1077DC,30,50,False
1077DD,15,40,False
1077DE,50,85,False
1077DG,Onbekend,Onbekend,True
1077DH,10,30,True
1077DJ,10,25,True
1077DK,15,35,False
1077DL,Onbekend,Onbekend,True
1077DM,5,15,True
1077DN,10,25,True
1077DP,10,30,True
1077DR,10,20,True
1077DS,Onbekend,Onbekend,True
1077DT,15,35,False
1077DV,10,20,True
1077DW,10,25,True
1077DX,15,40,False
1077DZ,10,30,True
1077EA,10,30,True
1077EB,15,30,False
1077EC,10,30,True
1077ED,15,20,False
1077EE,10,25,True
1077EG,Onbekend,10,True
1077EH,10,30,True
1077EJ,Onbekend,10,True
1077EK,10,15,True
1077EL,15,30,False
1077EM,10,20,True
1077EN,10,25,True
1077EP,10,10,True
1077ER,10,20,True
1077ES,5,10,True
1077ET,15,40,False
1077EV,10,20,True
1077EW,5,15,True
1077EX,5,15,True
1077EZ,10,20,True
1077GA,5,20,True
1077GB,10,25,True
1077GC,15,30,False
1077GD,5,20,True
1077GE,10,10,True
1077GG,10,15,True
1077GH,5,25,True
1077GJ,5,15,True
1077GK,5,25,True
1077GL,10,20,True
1077GM,10,30,True
1077GN,5,20,True
1077GP,5,20,True
1077GR,10,25,True
1077GS,10,30,True
1077GT,15,25,False
1077GV,5,15,True
1077GW,5,20,True
1077GX,15,35,False
1077GZ,5,20,True
1077HA,10,30,True
1077HB,5,15,True
1077HC,5,10,True
1077HD,5,20,True
1077HE,10,15,True
1077HG,5,15,True
1077HH,10,20,True
1077HJ,70,85,False
1077HK,15,30,False
1077HL,15,30,False
1077HM,10,20,True
1077HN,20,40,False
1077HP,15,25,False
1077HR,15,20,False
1077HS,15,25,False
1077HT,15,25,False
1077HV,10,20,True
1077HW,10,15,True
1077HX,10,15,True
1077HZ,10,25,True
1077JA,15,15,False
1077JB,15,30,False
1077JC,20,35,False
1077JD,15,30,False
1077JE,30,50,False
1077JG,10,20,True
1077JH,15,35,False
1077JJ,5,15,True
1077JK,15,30,False
1077JL,10,20,True
1077JM,15,25,False
1077JN,15,20,False
1077JP,15,35,False
1077JR,10,25,True
1077JS,20,35,False
1077JT,15,30,False
1077JV,10,25,True
1077JW,10,20,True
1077JX,5,10,True
1077JZ,5,10,True
1077KA,15,20,False
1077KB,15,40,False
1077KC,15,20,False
1077KD,10,20,True
1077KE,15,25,False
1077KG,Onbekend,15,True
1077KH,20,35,False
1077KJ,10,20,True
1077KK,15,15,False
1077KL,15,15,False
1077KM,15,15,False
1077KN,15,25,False
1077KP,20,30,False
1077KR,10,35,True
1077KS,10,20,True
1077KT,10,25,True
1077KV,25,50,False
1077KW,20,30,False
1077KX,Onbekend,5,True
1077KZ,10,30,True
1077LA,20,60,False
1077LB,10,35,True
1077LC,15,30,False
1077LD,10,25,True
1077LE,10,30,True
1077LG,10,20,True
1077LH,10,30,True
1077LJ,Onbekend,10,True
1077LK,15,25,False
1077LL,10,25,True
1077LM,5,15,True
1077LN,Onbekend,10,True
1077LP,10,30,True
1077LR,5,25,True
1077LS,15,30,False
1077LT,10,20,True
1077LV,10,20,True
1077LW,5,10,True
1077LX,10,25,True
1077LZ,10,30,True
1077MA,5,15,True
1077MB,10,20,True
1077MC,15,35,False
1077MD,15,45,False
1077ME,20,35,False
1077MG,10,25,True
1077MH,5,15,True
1077MJ,10,25,True
1077MK,5,15,True
1077ML,5,25,True
1077MN,10,20,True
1077MP,10,25,True
1077MR,10,20,True
1077MS,15,35,False
1077MT,15,35,False
1077MV,10,20,True
1077MX,10,25,True
1077MZ,15,20,False
1077NA,15,35,False
1077NB,15,30,False
1077NC,10,20,True
1077ND,5,15,True
1077NE,15,35,False
1077NG,10,30,True
1077NH,10,20,True
1077NJ,10,25,True
1077NK,10,20,True
1077NL,15,40,False
1077NM,10,15,True
1077NN,15,30,False
1077NP,25,40,False
1077NR,10,25,True
1077NS,10,20,True
1077NT,25,55,False
